script_id,imdb_character_name,words,gender,age,imdb_id,title,year,gross,proportion_of_dialogue
665,tony,261,m,,tt0765429,American Gangster,2007,164,0.0288748755
665,us attorney,222,m,45,tt0765429,American Gangster,2007,164,0.024560239
666,bob falfa,248,m,31,tt0069704,American Graffiti,1973,565,0.0251164675
666,budda,226,f,22,tt0069704,American Graffiti,1973,565,0.0228883938
666,carlos,131,m,18,tt0069704,American Graffiti,1973,565,0.0132671663
666,carol,729,f,14,tt0069704,American Graffiti,1973,565,0.0738302613
666,curt,1240,m,26,tt0069704,American Graffiti,1973,565,0.1255823375
666,debbie,735,f,26,tt0069704,American Graffiti,1973,565,0.0744379178
666,disc jockey,622,m,35,tt0069704,American Graffiti,1973,565,0.0629937209
666,girl,109,f,,tt0069704,American Graffiti,1973,565,0.0110390926
666,joe,559,m,35,tt0069704,American Graffiti,1973,565,0.0566133279
666,john,1472,m,28,tt0069704,American Graffiti,1973,565,0.1490783877
666,laurie,642,f,26,tt0069704,American Graffiti,1973,565,0.0650192425
666,manager,333,m,,tt0069704,American Graffiti,1973,565,0.0337249342
666,mr. wolfe,157,m,31,tt0069704,American Graffiti,1973,565,0.0159003443
666,steve,889,m,19,tt0069704,American Graffiti,1973,565,0.0900344339
666,terry,1604,m,20,tt0069704,American Graffiti,1973,565,0.1624468301
666,wendy,178,f,,tt0069704,American Graffiti,1973,565,0.018027142
674,chess player,221,m,47,tt0082010,An American Werewolf in London,1981,,0.0349905003
674,david kessler,2295,m,30,tt0082010,An American Werewolf in London,1981,,0.3633628879
674,dr. j. s. hirsc,1161,m,52,tt0082010,An American Werewolf in London,1981,,0.1838188727
674,inspector villi,220,m,52,tt0082010,An American Werewolf in London,1981,,0.0348321723
674,jack goodman,986,m,26,tt0082010,An American Werewolf in London,1981,,0.156111463
674,mr. collins,135,m,37,tt0082010,An American Werewolf in London,1981,,0.0213742875
674,nurse alex pric,1024,f,29,tt0082010,An American Werewolf in London,1981,,0.1621279291
674,nurse susan gal,126,f,,tt0082010,An American Werewolf in London,1981,,0.019949335
674,woman in zoo,148,f,59,tt0082010,An American Werewolf in London,1981,,0.0234325522
676,anastasia,1197,f,36,tt0118617,Anastasia,1997,110,0.2323820617
676,bartok,673,m,33,tt0118617,Anastasia,1997,110,0.1306542419
676,dimitri,944,m,,tt0118617,Anastasia,1997,110,0.1832653854
676,phlegmenkoff,105,f,50,tt0118617,Anastasia,1997,110,0.0203843914
676,rasputin,743,m,59,tt0118617,Anastasia,1997,110,0.1442438361
676,sophie,242,f,49,tt0118617,Anastasia,1997,110,0.0469811687
676,tatiana,604,f,,tt0118617,Anastasia,1997,110,0.1172587847
676,vladimir,643,m,42,tt0118617,Anastasia,1997,110,0.1248301301
678,agent miller,137,m,37,tt0289848,Analyze That,2002,48,0.0106681202
678,anthony bella,170,m,43,tt0289848,Analyze That,2002,48,0.0132378134
678,ben sobel,4922,m,54,tt0289848,Analyze That,2002,48,0.3832736334
678,coyote,105,m,54,tt0289848,Analyze That,2002,48,0.0081762965
678,ducks,103,m,,tt0289848,Analyze That,2002,48,0.0080205575
678,eddie devol,233,m,,tt0289848,Analyze That,2002,48,0.0181435913
678,jelly,653,m,65,tt0289848,Analyze That,2002,48,0.0508487774
678,laura sobel,759,f,39,tt0289848,Analyze That,2002,48,0.0591029435
678,masiello,280,m,73,tt0289848,Analyze That,2002,48,0.0218034574
678,michael sobel,125,m,19,tt0289848,Analyze That,2002,48,0.0097336863
678,paul vitti,4327,m,59,tt0289848,Analyze That,2002,48,0.3369412864
678,raoul berman,394,m,38,tt0289848,Analyze That,2002,48,0.0306805793
678,richard chapin,450,m,50,tt0289848,Analyze That,2002,48,0.0350412708
678,rigazzi gunman,184,m,,tt0289848,Analyze That,2002,48,0.0143279863
682,allison,141,f,25,tt0075686,Annie Hall,1977,152,0.0107338611
682,alvy singer,7661,m,42,tt0075686,Annie Hall,1977,152,0.5832064555
682,annie hall,3719,f,31,tt0075686,Annie Hall,1977,152,0.2831151035
682,doctor,135,m,56,tt0075686,Annie Hall,1977,152,0.0102771011
682,man in theatre ,267,m,36,tt0075686,Annie Hall,1977,152,0.0203258222
682,mom hall,110,f,53,tt0075686,Annie Hall,1977,152,0.0083739342
682,rob,567,m,38,tt0075686,Annie Hall,1977,152,0.0431638246
682,robin,172,f,34,tt0075686,Annie Hall,1977,152,0.0130937881
682,tony lacey,364,m,36,tt0075686,Annie Hall,1977,152,0.0277101096
697,admiral crawfor,193,m,57,tt0118647,The Assignment,1997,1,0.019074916
697,agnieska,263,f,41,tt0118647,The Assignment,1997,1,0.0259932793
697,amos,1799,m,54,tt0118647,The Assignment,1997,1,0.1778019371
697,carl mickens - ,260,m,62,tt0118647,The Assignment,1997,1,0.025696778
697,carla,564,f,32,tt0118647,The Assignment,1997,1,0.0557422415
697,frank,125,m,,tt0118647,The Assignment,1997,1,0.0123542202
697,jack shaw,3484,m,62,tt0118647,The Assignment,1997,1,0.3443368255
697,koj,129,m,37,tt0118647,The Assignment,1997,1,0.0127495552
697,lt. cmdr. annib,2987,m,38,tt0118647,The Assignment,1997,1,0.2952164459
697,maura ramirez,314,f,,tt0118647,The Assignment,1997,1,0.0310338011
698,alotta fagina,170,f,33,tt0118655,Austin Powers: International Man of Mystery,1997,102,0.0309484799
698,austin powers,2298,m,34,tt0118655,Austin Powers: International Man of Mystery,1997,102,0.4183506281
698,basil expositio,773,m,55,tt0118655,Austin Powers: International Man of Mystery,1997,102,0.1407245585
698,frau farbissina,223,f,44,tt0118655,Austin Powers: International Man of Mystery,1997,102,0.0405971236
698,mrs. kensington,211,f,41,tt0118655,Austin Powers: International Man of Mystery,1997,102,0.038412525
698,mustafa,168,m,30,tt0118655,Austin Powers: International Man of Mystery,1997,102,0.0305843801
698,number two,202,m,67,tt0118655,Austin Powers: International Man of Mystery,1997,102,0.0367740761
698,scott evil,338,m,23,tt0118655,Austin Powers: International Man of Mystery,1997,102,0.06153286
698,therapist,118,f,41,tt0118655,Austin Powers: International Man of Mystery,1997,102,0.021481886
698,vanessa kensing,992,f,32,tt0118655,Austin Powers: International Man of Mystery,1997,102,0.1805934826
699,austin powers,2353,m,36,tt0145660,Austin Powers: The Spy Who Shagged Me,1999,351,0.5306720794
699,basil expositio,432,m,57,tt0145660,Austin Powers: The Spy Who Shagged Me,1999,351,0.0974289581
699,felicity shagwe,940,f,29,tt0145660,Austin Powers: The Spy Who Shagged Me,1999,351,0.2119981958
699,number two,359,m,69,tt0145660,Austin Powers: The Spy Who Shagged Me,1999,351,0.0809652684
699,scott evil,246,m,25,tt0145660,Austin Powers: The Spy Who Shagged Me,1999,351,0.0554803789
699,the president,104,m,41,tt0145660,Austin Powers: The Spy Who Shagged Me,1999,351,0.0234551195
701,anna,496,f,27,tt0053619,L'Avventura,1960,,0.0564727314
701,anna's father,298,m,,tt0053619,L'Avventura,1960,,0.0339291814
701,carabiniere,134,m,,tt0053619,L'Avventura,1960,,0.015256746
701,claudia,1721,f,29,tt0053619,L'Avventura,1960,,0.1959467152
701,corrado,612,m,,tt0053619,L'Avventura,1960,,0.0696800638
701,ettore,276,m,,tt0053619,L'Avventura,1960,,0.0314243425
701,father,122,m,,tt0053619,L'Avventura,1960,,0.0138904702
701,girl,128,f,,tt0053619,L'Avventura,1960,,0.0145736081
701,giulia,467,f,33,tt0053619,L'Avventura,1960,,0.0531708983
701,husband,153,m,,tt0053619,L'Avventura,1960,,0.0174200159
701,lieutenant,310,m,,tt0053619,L'Avventura,1960,,0.0352954571
701,man's voice,103,m,,tt0053619,L'Avventura,1960,,0.0117272003
701,marshal,277,m,,tt0053619,L'Avventura,1960,,0.0315381988
701,midwife,142,f,,tt0053619,L'Avventura,1960,,0.0161675965
701,old man,139,m,,tt0053619,L'Avventura,1960,,0.0158260276
701,patrizia,756,f,32,tt0053619,L'Avventura,1960,,0.0860753729
701,raimondo,165,m,37,tt0053619,L'Avventura,1960,,0.0187862917
701,sailor,275,m,,tt0053619,L'Avventura,1960,,0.0313104862
701,sandro,1724,m,35,tt0053619,L'Avventura,1960,,0.1962882842
701,the princess,195,f,,tt0053619,L'Avventura,1960,,0.0222019811
701,zuria - journal,290,m,55,tt0053619,L'Avventura,1960,,0.0330183309
706,anthony,191,m,28,tt0099077,Awakenings,1990,107,0.0160234899
706,dr. kaufman,762,m,45,tt0099077,Awakenings,1990,107,0.0639261745
706,dr. malcolm say,4998,m,39,tt0099077,Awakenings,1990,107,0.419295302
706,fernando,112,m,,tt0099077,Awakenings,1990,107,0.0093959732
706,hector,228,m,,tt0099077,Awakenings,1990,107,0.0191275168
706,hospital direct,217,m,,tt0099077,Awakenings,1990,107,0.018204698
706,leonard lowe,2469,m,47,tt0099077,Awakenings,1990,107,0.2071308725
706,lucy,189,f,62,tt0099077,Awakenings,1990,107,0.0158557047
706,miss costello,546,f,,tt0099077,Awakenings,1990,107,0.0458053691
706,mrs. lowe,725,f,85,tt0099077,Awakenings,1990,107,0.0608221477
706,neurochemist,176,m,37,tt0099077,Awakenings,1990,107,0.0147651007
706,nurse margaret,315,f,49,tt0099077,Awakenings,1990,107,0.0264261745
706,old doctor,350,m,,tt0099077,Awakenings,1990,107,0.0293624161
706,paula,509,f,26,tt0099077,Awakenings,1990,107,0.0427013423
706,rose,133,f,64,tt0099077,Awakenings,1990,107,0.0111577181
707,bobbi,123,f,23,tt0086927,Bachelor Party,1984,99,0.0266176152
707,chulo,283,m,,tt0086927,Bachelor Party,1984,99,0.0612421554
707,cole whittier,646,m,,tt0086927,Bachelor Party,1984,99,0.1397965808
707,debbie thompson,519,f,23,tt0086927,Bachelor Party,1984,99,0.1123133521
707,dr. stan gassko,311,m,36,tt0086927,Bachelor Party,1984,99,0.0673014499
707,ed thompson,519,m,56,tt0086927,Bachelor Party,1984,99,0.1123133521
707,father falwell,116,m,,tt0086927,Bachelor Party,1984,99,0.0251027916
707,gary,334,m,34,tt0086927,Bachelor Party,1984,99,0.0722787275
707,ilene,169,f,33,tt0086927,Bachelor Party,1984,99,0.0365721705
707,jay o'neill,719,m,30,tt0086927,Bachelor Party,1984,99,0.1555940273
707,larry,210,m,,tt0086927,Bachelor Party,1984,99,0.0454447089
707,mrs. thompson,144,f,54,tt0086927,Bachelor Party,1984,99,0.0311620861
707,parkview hotel ,173,m,43,tt0086927,Bachelor Party,1984,99,0.037437784
707,rajah,119,m,43,tt0086927,Bachelor Party,1984,99,0.0257520017
707,ryko,236,m,30,tt0086927,Bachelor Party,1984,99,0.0510711967
708,captain howard,653,m,44,tt0112442,Bad Boys,1995,131,0.054850903
708,casper,116,m,28,tt0112442,Bad Boys,1995,131,0.0097438051
708,detective sanch,126,m,40,tt0112442,Bad Boys,1995,131,0.0105837883
708,eddie dominguez,185,m,30,tt0112442,Bad Boys,1995,131,0.0155396892
708,fouchet,711,m,42,tt0112442,Bad Boys,1995,131,0.0597228055
708,francine,238,f,42,tt0112442,Bad Boys,1995,131,0.0199916002
708,jojo,120,m,29,tt0112442,Bad Boys,1995,131,0.0100797984
708,julie mott,1990,f,29,tt0112442,Bad Boys,1995,131,0.1671566569
708,marcus burnett,3955,m,30,tt0112442,Bad Boys,1995,131,0.3322133557
708,max logan,215,f,,tt0112442,Bad Boys,1995,131,0.0180596388
708,mike lowrey,2906,m,27,tt0112442,Bad Boys,1995,131,0.244099118
708,theresa burnett,568,f,31,tt0112442,Bad Boys,1995,131,0.0477110458
708,woman at boxing,122,f,,tt0112442,Bad Boys,1995,131,0.010247795
712,ariane,376,f,,tt0103759,Bad Lieutenant,1992,4,0.0875640429
712,beat cop,107,m,58,tt0103759,Bad Lieutenant,1992,4,0.0249184909
712,lite,204,m,,tt0103759,Bad Lieutenant,1992,4,0.0475081509
712,priest,145,m,54,tt0103759,Bad Lieutenant,1992,4,0.0337680484
712,the lieutenant,2616,m,53,tt0103759,Bad Lieutenant,1992,4,0.6092221705
712,the nun,846,f,28,tt0103759,Bad Lieutenant,1992,4,0.1970190964
714,dot,106,f,27,tt0215545,Bamboozled,2000,3,0.0092439173
714,honeycutt,455,m,,tt0215545,Bamboozled,2000,3,0.0396790791
714,jukka laks,111,m,,tt0215545,Bamboozled,2000,3,0.0096799512
714,junebug,352,m,59,tt0215545,Bamboozled,2000,3,0.0306967821
714,mantan,1396,m,27,tt0215545,Bamboozled,2000,3,0.1217406471
