id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
1237151306919313408,https://twitter.com/SteveKi01911022/status/1237151306919313408,Mon Mar 09 23:00:31 +0000 2020,2020-03-09 23:00:31+00:00,SteveKi01911022,RT @jespernweigner: @glennkirschner2 Not with a bang but with a whimper. His residual support is gone now. Even Trump won’t survive disrupt…,retweet,,,,,0,,,,en,,,5,1237011436636737542,jespernweigner,849737213403385857,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1187824501335179264,Fri Oct 25 20:13:51 +0000 2019,False,"Twins Fan, Packers Fan. #TrumpResign #BlueWave #QuidProQuoTrumpMUSTGo #Resist #FBRparty #Veterans",4904,629,829,0,"Oklahoma, USA",JUSTICE for ALL,8568,,,False
1237149319209377793,https://twitter.com/Pariable/status/1237149319209377793,Mon Mar 09 22:52:37 +0000 2020,2020-03-09 22:52:37+00:00,Pariable,"This is the way the world ends,
This is the way the world ends,
not with a bang but with a whisper meant to give you tingles. 
*scratch scratch scratch*",reply,,,,,0,Pariable,1237148685626212354,817156479044161536,en,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",817156479044161536,Thu Jan 05 23:51:01 +0000 2017,False,[GFL fren ID:43517],95728,412,479,5,BØRGERLÄND,PΛЯIΛBㄥΣ 指揮官,37646,,,False
1237147773981483008,https://twitter.com/BruceSba48/status/1237147773981483008,Mon Mar 09 22:46:29 +0000 2020,2020-03-09 22:46:29+00:00,BruceSba48,"@jmasseypoet @CathyYoung63 This is the way the world ends
This is the way the world ends
This is the way the world ends
Not with a bang but with a whimper. 
- Eliot",reply,,,,,2,jmasseypoet,1237142343767265283,1107565758652039172,en,,,0,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",937041579398774784,Sat Dec 02 19:31:36 +0000 2017,False,I'm right twice a day.,247,43,335,1,,B--734,674,,,False
1237146508643966977,https://twitter.com/Scott_Redding/status/1237146508643966977,Mon Mar 09 22:41:27 +0000 2020,2020-03-09 22:41:27+00:00,Scott_Redding,@jamiesont This is the way the world ends. This is the way the world ends. This is the way the world ends. Not with a bang but with a Smurfing.,reply,,,,,1,jamiesont,1236945071360159745,36941760,en,,,0,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",16647735,Wed Oct 08 12:12:02 +0000 2008,False,Irish/Canadian. Tweets on politics and jazz. @westmidlandsgp voter,15440,3101,4875,146,Coventry,Scott Redding,45767,,,False
1237145903988965376,https://twitter.com/superernie/status/1237145903988965376,Mon Mar 09 22:39:03 +0000 2020,2020-03-09 22:39:03+00:00,superernie,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention.",retweet,,,,,0,,,,en,,,75,1237049286195544064,_RichardHall,17850798,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7742712,Thu Jul 26 18:32:11 +0000 2007,False,buitenlandredacteur NOS foreign news desk * analog photography * Rotterdam * volgt imkercursus,1897,1681,2743,88,,Ernest Claassen,27293,,http://www.ernestclaassen.nl/,False
1237143788075642880,https://twitter.com/FordPinesBot/status/1237143788075642880,Mon Mar 09 22:30:38 +0000 2020,2020-03-09 22:30:38+00:00,FordPinesBot,"""So this is how the world ends. Not with a bang but with a... boop-boop.""",original,,,,,0,,,,en,,,0,,,,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",4060780810,Wed Oct 28 13:00:31 +0000 2015,False,A bot that tweets every line said by Stanford Pines on Gravity Falls. Tweets every 30 minutes. #GravityFalls |Mod: @MysteryTwinPine /Personal account @Junkenrat,2,2093,6,2,,Stanford Pines Bot,60800,,,False
1237126840575299585,https://twitter.com/TheHell_Podcast/status/1237126840575299585,Mon Mar 09 21:23:18 +0000 2020,2020-03-09 21:23:18+00:00,TheHell_Podcast,"This is how the world end, not with a bang but with a Smurf. https://t.co/hyhtvdkyLK",quote,,,,https://twitter.com/AFP/status/1236962432444182529,0,,,,en,,False,0,1236962432444182529,AFP,380648579,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3181042966,Sat Apr 18 21:56:27 +0000 2015,False,Hosts the What the HELL Were You Thinking Podcast.  Avuncular advocate of bad behavior and problem drinking. Notoriously bad date.,10588,218,550,8,"Manhattan, NY",Dave *Still Worried About Y2K* Bledsoe,13173,,,False
1237121189635489793,https://twitter.com/HerringerHeide/status/1237121189635489793,Mon Mar 09 21:00:50 +0000 2020,2020-03-09 21:00:50+00:00,HerringerHeide,"RT @RyanGirdusky: @emzanotti so this is the conservative movement ends, not with a bang but with a Schlapp",retweet,,,,,0,,,,en,,,1,1237109747293306883,RyanGirdusky,855318254,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2378946668,Sat Mar 08 16:12:00 +0000 2014,False,"A Hohenzollern Restorationist, bad Lutheran. Gott erhalte unser Kaiser Wilhelm II.",141330,203,343,11,,DerDeutscher,42196,,,False
1237119402685763584,https://twitter.com/jajajabruh/status/1237119402685763584,Mon Mar 09 20:53:44 +0000 2020,2020-03-09 20:53:44+00:00,jajajabruh,RT @MEPFuller: So this is the way the world ends. Not with a bang but with a bunch of millennials who don’t know how to mail things. https:…,retweet,,,,,0,,,,en,,,406,1057307756951166977,MEPFuller,398088661,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1231130995983863810,Sat Feb 22 08:18:12 +0000 2020,False,Twitter censors conservatives and destroys their own share price.,275,5,37,0,,Twitt3r censors conservatives,120,,,False
1237118982550888449,https://twitter.com/bensasserr/status/1237118982550888449,Mon Mar 09 20:52:04 +0000 2020,2020-03-09 20:52:04+00:00,bensasserr,"And then our world went out the window not with a bang, but with a handshake https://t.co/DvwuDx98cg",quote,,,,https://twitter.com/samstein/status/1237099279627489281,0,,,,en,,False,0,1237099279627489281,samstein,15463671,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2429620063,Sun Apr 06 00:12:51 +0000 2014,False,all I want to do is make movies,9245,114,195,1,Sewanee '22,Ben Sasser,1255,,http://scenicscreenshots.wordpress.com,False
1237118063302107138,https://twitter.com/EdSudden/status/1237118063302107138,Mon Mar 09 20:48:25 +0000 2020,2020-03-09 20:48:25+00:00,EdSudden,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention.",retweet,,,,,0,,,,en,,,75,1237049286195544064,_RichardHall,17850798,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1374821550,Tue Apr 23 15:43:36 +0000 2013,False,"Former Swiss trumpetbuilder and rabblerouser, current Midwestern hibernator and worrier. Shitlib winemom",6365,627,1919,29,Haunted Northwoods,Ed Sutton,37735,,http://antidotezine.com,False
1237117927213666306,https://twitter.com/imnotpopulist/status/1237117927213666306,Mon Mar 09 20:47:53 +0000 2020,2020-03-09 20:47:53+00:00,imnotpopulist,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention. https://t.co/pRzGqQFbJP",retweet,,,,https://twitter.com/AFP/status/1236962432444182529,0,,,,en,,False,75,1237049286195544064,_RichardHall,17850798,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",825577323252547584,Sun Jan 29 05:32:27 +0000 2017,False,Okie. Mother. Friend. Non-State Actor.,2693,59,299,1,,Amy,3982,,,False
1237115550318256128,https://twitter.com/AKA_Lit/status/1237115550318256128,Mon Mar 09 20:38:26 +0000 2020,2020-03-09 20:38:26+00:00,AKA_Lit,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention.",retweet,,,,,0,,,,en,,,75,1237049286195544064,_RichardHall,17850798,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",108845867,Wed Jan 27 05:25:58 +0000 2010,False,"A K A is Also Known As...We proudly seek, represent and manage the tellers and the tales, those who dare, who share and who empower with words and pictures.",4338,4484,4440,144,Colorado,AKA Literary Mgmt,4784,,http://www.akalm.net,False
1237112191058313225,https://twitter.com/Eoin_Dineen/status/1237112191058313225,Mon Mar 09 20:25:05 +0000 2020,2020-03-09 20:25:05+00:00,Eoin_Dineen,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention.",retweet,,,,,0,,,,en,,,75,1237049286195544064,_RichardHall,17850798,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",327125495,Fri Jul 01 01:32:38 +0000 2011,False,,85029,937,2636,19,,Eoin Dineen,48598,,,False
1237109747293306883,https://twitter.com/RyanGirdusky/status/1237109747293306883,Mon Mar 09 20:15:22 +0000 2020,2020-03-09 20:15:22+00:00,RyanGirdusky,"@emzanotti so this is the conservative movement ends, not with a bang but with a Schlapp",reply,,,,,17,emzanotti,1237108994055045121,5447242,en,,,1,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",855318254,Sun Sep 30 20:35:09 +0000 2012,False,"Native New Yorker. Roman Catholic

My forthcoming book on National Populism: https://t.co/knCCFZo8mc

Sign up for my weekly newsletter: https://t.co/3qFWVWiHHw",36723,26363,919,329,New York City,Ryan James Girdusky,62944,,https://ryangirdusky.com/,True
1237109653865213960,https://twitter.com/cathalmalone/status/1237109653865213960,Mon Mar 09 20:15:00 +0000 2020,2020-03-09 20:15:00+00:00,cathalmalone,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention.",retweet,,,,,0,,,,en,,,75,1237049286195544064,_RichardHall,17850798,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",36438917,Wed Apr 29 18:44:57 +0000 2009,False,Corkonian. Lawyer. Liúdramán.,99262,2484,5000,41,"Cork, Ireland",Cathal Malone,59521,,,False
1237106964804575240,https://twitter.com/ArthurBangor/status/1237106964804575240,Mon Mar 09 20:04:19 +0000 2020,2020-03-09 20:04:19+00:00,ArthurBangor,"RT @BangorUniLib: Yr Apocalyps Amlieithog: not with a bang but with a whimper (os hynny)
 - Aled Llion Jones @prifysgolbangor @BangorUni…",retweet,,,,,0,,,,cy,,,3,1237041357572788226,BangorUniLib,48728012,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",882626752207630336,Wed Jul 05 15:46:30 +0000 2017,False,"Canolfan Astudiaethau Arthuraidd. Centre for Arthurian Studies.
Prifysgol Bangor University.",1172,466,697,7,"Bangor, Wales",Arthur Bangor,591,,http://arthur.bangor.ac.uk/index.php.cy,False
1237104792553631745,https://twitter.com/RalucaRadulesc1/status/1237104792553631745,Mon Mar 09 19:55:41 +0000 2020,2020-03-09 19:55:41+00:00,RalucaRadulesc1,"RT @BangorUniLib: Yr Apocalyps Amlieithog: not with a bang but with a whimper (os hynny)
 - Aled Llion Jones @prifysgolbangor @BangorUni…",retweet,,,,,0,,,,cy,,,3,1237041357572788226,BangorUniLib,48728012,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2291210658,Tue Jan 14 14:16:15 +0000 2014,False,"@BangorEnglishlit @bangoruni, director of @ArthurBangor Centre. Arthurian, late medieval culture, manuscripts, gentry and politics. Views my own.",10696,998,1321,13,"Bangor, Wales",Prof. Raluca Radulescu,3446,,http://www.bangor.ac.uk/english/staff/radulescu.php,False
1237103915944087553,https://twitter.com/JeffHavig/status/1237103915944087553,Mon Mar 09 19:52:12 +0000 2020,2020-03-09 19:52:12+00:00,JeffHavig,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention.",retweet,,,,,0,,,,en,,,75,1237049286195544064,_RichardHall,17850798,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3116196557,Wed Mar 25 22:29:58 +0000 2015,False,"Gardener, idealist, ally in training, explorer, geochemist, geobiologist, Despot ruling MAD EGG LAB with an iron fist of science. Member of the resistance.",74506,1021,1206,37,"Minneapolis, MN",Jeff Havig,65237,,http://www.jeffhavig.com,False
1237101743231639557,https://twitter.com/lababila/status/1237101743231639557,Mon Mar 09 19:43:34 +0000 2020,2020-03-09 19:43:34+00:00,lababila,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention.",retweet,,,,,0,,,,en,,,75,1237049286195544064,_RichardHall,17850798,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",75352733,Fri Sep 18 18:45:01 +0000 2009,False,Humanitarian Worker • Anthropologist • Ailurophile • Avid Reader,899,149,1136,2,Middle East ,Barbara,1163,,,False
1237101636281040896,https://twitter.com/BuildingAinsley/status/1237101636281040896,Mon Mar 09 19:43:08 +0000 2020,2020-03-09 19:43:08+00:00,BuildingAinsley,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention.",retweet,,,,,0,,,,en,,,75,1237049286195544064,_RichardHall,17850798,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2182588075,Fri Nov 08 17:09:00 +0000 2013,False,Huge fan of social enterprise and business that benefits society globally.  Responsible Sourcing Manager @ULdialogue. Standards co-chair @RJCjewellery.,2312,774,2170,24,"Ottawa, Canada",Ainsley Butler,2555,,,False
1237100680680095744,https://twitter.com/itswillmccarthy/status/1237100680680095744,Mon Mar 09 19:39:21 +0000 2020,2020-03-09 19:39:21+00:00,itswillmccarthy,"@nickciarelli This is the way the world ends, not with a bang, but with a never ending stream of engaging, blandly benign content that’s mollifying enough so that we’re fine with going gently into that goodnight",reply,,,,,2,nickciarelli,1237098814109958144,15274776,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3270674808,Tue Jul 07 06:30:43 +0000 2015,False,a pretty neat guy!,6648,411,102,7,"Los Angeles, CA",Will McCarthy,2641,,,False
1237100604905762816,https://twitter.com/PatTwit/status/1237100604905762816,Mon Mar 09 19:39:03 +0000 2020,2020-03-09 19:39:03+00:00,PatTwit,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention. https://t.co/pRzGqQFbJP",retweet,,,,https://twitter.com/AFP/status/1236962432444182529,0,,,,en,,False,75,1237049286195544064,_RichardHall,17850798,"<a href=""https://twitterrific.com/ios"" rel=""nofollow"">Twitterrific for iOS</a>",14311320,Sat Apr 05 17:22:22 +0000 2008,False,Carbon-based lifeform. This model no longer supported. Maintained solely for compatibility with 20th-century legacy systems.,11230,161,115,24,"Loose Angles, Caulifornia",Pat Twit,11025,,,False
1237095501721407491,https://twitter.com/Tweets4Onur/status/1237095501721407491,Mon Mar 09 19:18:46 +0000 2020,2020-03-09 19:18:46+00:00,Tweets4Onur,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention. https://t.co/pRzGqQFbJP",retweet,,,,https://twitter.com/AFP/status/1236962432444182529,0,,,,en,,False,75,1237049286195544064,_RichardHall,17850798,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",385674726,Wed Oct 05 22:38:27 +0000 2011,False,"Tarih ve Politika (History & Politics)

Türkçe, English, Français",21552,7456,583,67,,Onur,75124,,,False
1237093969965842433,https://twitter.com/Charles_SE/status/1237093969965842433,Mon Mar 09 19:12:41 +0000 2020,2020-03-09 19:12:41+00:00,Charles_SE,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention. https://t.co/pRzGqQFbJP",retweet,,,,https://twitter.com/AFP/status/1236962432444182529,0,,,,en,,False,75,1237049286195544064,_RichardHall,17850798,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1420114514,Sat May 11 08:24:12 +0000 2013,False,Ogillar etiketter men är åt det liberala hållet. Retweetar nog lite för mycket.,2349,244,652,9,,Charles_SE,39687,,,False
1237093335870955520,https://twitter.com/fourmisdeSahara/status/1237093335870955520,Mon Mar 09 19:10:10 +0000 2020,2020-03-09 19:10:10+00:00,fourmisdeSahara,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention. https://t.co/pRzGqQFbJP",retweet,,,,https://twitter.com/AFP/status/1236962432444182529,0,,,,en,,False,75,1237049286195544064,_RichardHall,17850798,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",250485132,Fri Feb 11 05:17:50 +0000 2011,False,,13892,153,730,0,,lareinedesfourmis,5474,,,False
1237091684539867138,https://twitter.com/borzou/status/1237091684539867138,Mon Mar 09 19:03:36 +0000 2020,2020-03-09 19:03:36+00:00,borzou,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention.",retweet,,,,,0,,,,en,,,75,1237049286195544064,_RichardHall,17850798,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",24382468,Sat Mar 14 15:27:33 +0000 2009,False,"International Correspondent for @Independent covering Middle East, Europe, & North Africa. Senior Fellow at @ACScowcroft. DMs open for ideas, tips, questions",4864,72454,1377,3125,Agrabah,Borzou Daragahi 🖊🗒,45737,,http://www.borzou.com,True
1237091424509673472,https://twitter.com/benrgilbert/status/1237091424509673472,Mon Mar 09 19:02:34 +0000 2020,2020-03-09 19:02:34+00:00,benrgilbert,"RT @_RichardHall: This is the way the world ends. Not with a bang, but with a Smurf convention.",retweet,,,,,0,,,,en,,,75,1237049286195544064,_RichardHall,17850798,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",109615090,Fri Jan 29 17:25:16 +0000 2010,False,"Journalist focused on conflict, politics and security in the Middle East and Trump's United States. Ohio native, eternal student of Arabic.",1907,1522,1651,109,"Brooklyn, NY",Benjamin R. Gilbert,3819,,http://www.bengilbert.net,False
1237090937312026632,https://twitter.com/DaldorenGaming/status/1237090937312026632,Mon Mar 09 19:00:38 +0000 2020,2020-03-09 19:00:38+00:00,DaldorenGaming,"@hereliesthighs It goes out not with a bang, but with a coof",reply,,,,,3,hereliesthighs,1237085270450765824,1099343905634553856,en,,,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3234067815,Mon May 04 19:36:52 +0000 2015,False,Bottom text,175980,1272,1421,51,,Dal☣️,64742,,,False
